NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
900281394,unidossis sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,100",manufactura,0.03,0.0,0.03,0.01,0.02,2022
830012212,maxifrutas ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,632",comercio,0.03,0.0,0.01,0.0,0.0,2022
830500775,rebujia  sas,supersociedades,costa pacífica,valle,yumbo-valle,"4,541",comercio,0.03,0.0,0.02,0.02,0.01,2022
806000233,ingcons sas,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"4,390",construcción,0.03,0.0,0.03,0.01,0.02,2022
900365409,flor´es elegancia intima sas,supersociedades,antioquia,antioquia,sabaneta -antioquia,"4,771",comercio,0.03,0.0,0.01,0.01,0.0,2022
890113551,pavimento universal s.a.,supersociedades,costa atlántica,atlantico,puerto colombia-atlantico,"4,210",construcción,0.03,0.0,0.09,0.07,0.03,2022
900155762,inversiones proyectos y mineria colibri sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,731",comercio,0.03,0.01,0.02,0.01,0.01,2022
860354208,portan s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,012",servicios,0.03,0.0,0.03,0.0,0.02,2022
900649118,mangla combustibles s a s,supersociedades,antioquia,antioquia,turbo-antioquia,"4,731",comercio,0.03,0.0,0.01,0.0,0.01,2022
890400246,iindustrias de refrigeracion comercial s.a. indufrial s.a.,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"2,819",manufactura,0.03,0.0,0.05,0.04,0.01,2022
832010819,mexichem derivados colombia sa,supersociedades,bogotá - cundinamarca,cundinamarca,cajica-cundinamarca,"2,011",manufactura,0.03,0.0,0.03,0.01,0.02,2022
900200356,clouxter sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.03,0.0,0.01,0.01,0.0,2022
800232283,compañia de plasticos seul sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,229",manufactura,0.03,0.0,0.03,0.01,0.01,2022
830091739,grafix digital s.a.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"9,609",servicios,0.03,0.0,0.01,0.01,0.0,2022
811026142,distribuidora venus sas,supersociedades,antioquia,antioquia,la-estrella -antioquia,"4,643",comercio,0.03,0.0,0.01,0.01,0.0,2022
800108983,mercallantas s.a.s,supersociedades,antioquia,antioquia,la-estrella -antioquia,"4,530",comercio,0.03,0.0,0.03,0.03,-0.0,2022
900425189,ce desarrollos inmobiliarios sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,494",servicios,0.03,0.02,0.11,0.01,0.1,2022
900897852,grupo empresaria dm&e sas,supersociedades,otros,tolima,flandes-tolima,"4,711",comercio,0.03,0.0,0.01,0.0,0.0,2022
804017457,deposito de materiales silva e.u.,supersociedades,centro - oriente,santander,giron-santander,"4,663",comercio,0.03,0.0,0.01,0.01,0.0,2022
900680808,teleflex medical colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,690",comercio,0.03,0.0,0.03,0.01,0.01,2022
860046509,dsv solutions s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,210",servicios,0.03,0.0,0.02,0.01,0.01,2022
811025837,comercializadora nacional de alimentos sas,supersociedades,antioquia,antioquia,apartado-antioquia,"4,631",comercio,0.03,0.0,0.01,0.0,0.0,2022
860077099,payc s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,112",servicios,0.03,0.0,0.02,0.01,0.01,2022
900192325,soluciones omega sas,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"1,051",manufactura,0.03,0.0,0.01,0.01,0.0,2022
900740734,broad telecom sa sucursal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"9,512",servicios,0.03,0.0,0.03,0.02,0.01,2022
900474861,tecnologia quimica international s.a.s,supersociedades,costa pacífica,valle,palmira-valle,"4,664",comercio,0.03,0.01,0.03,0.01,0.02,2022
900486772,mantos andinos sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"1,921",manufactura,0.03,0.0,0.04,0.01,0.03,2022
900819391,abc corporation s.a.s,supersociedades,antioquia,antioquia,medellin-antioquia,"8,699",servicios,0.03,0.0,0.02,0.02,0.0,2022
830107698,mompos oil company inc,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,610,minero,0.03,0.0,0.04,0.03,0.02,2022
821002693,fexton sas,supersociedades,costa pacífica,valle,cali-valle,"4,669",comercio,0.03,0.0,0.02,0.01,0.01,2022
900100443,sociedad espacio y diseño construcciones sae,supersociedades,eje cafetero,risaralda,pereira-risaralda,"4,111",construcción,0.03,0.0,0.07,0.06,0.01,2022
900330053,deposito de medicamentos emes s.a.s,supersociedades,antioquia,antioquia,medellin-antioquia,"4,645",comercio,0.03,0.0,0.01,0.01,0.0,2022
900725066,financiacion amiga sas,supersociedades,costa pacífica,valle,cali-valle,"6,499",servicios,0.03,0.0,0.13,0.11,0.01,2022
860006327,laboratorios erma sa,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"2,100",manufactura,0.03,0.01,0.03,0.01,0.02,2022
800146679,fracturas y fracturas sas,supersociedades,eje cafetero,risaralda,pereira-risaralda,"8,610",servicios,0.03,0.0,0.02,0.01,0.02,2022
900381458,supermercados el cafetal s.a.s,supersociedades,eje cafetero,risaralda,pereira-risaralda,"4,711",comercio,0.03,0.0,0.01,0.01,0.0,2022
900460312,dynamo distribution sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,772",comercio,0.03,0.0,0.03,0.02,0.01,2022
890306231,semillas valle s.a,supersociedades,costa pacífica,valle,yumbo-valle,111,agropecuario,0.03,-0.0,0.17,0.08,0.1,2022
890980074,cruz roja colombiana secional antioquia,supersalud,antioquia,antioquia,medellin-antioquia,"8,621",servicios,0.03,0.0,0.05,0.0,0.05,2022
900777788,importadora nasa s.a.s.,supersociedades,antioquia,antioquia,bello-antioquia,"4,541",comercio,0.03,0.0,0.01,0.01,0.0,2022
811020038,estibas retornables de colombia ltda,supersociedades,antioquia,antioquia,itagui-antioquia,"7,730",servicios,0.03,0.0,0.03,0.01,0.01,2022
901129333,instituto de sistema nervioso de cordoba,supersalud,costa atlántica,cordoba,monteria-cordoba,"8,610",servicios,0.03,0.0,0.04,0.03,0.01,2022
830007391,palmeras la carolina sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,126,agropecuario,0.03,0.01,0.06,0.01,0.05,2022
811033238,provenzalsas,supersociedades,antioquia,antioquia,itagui-antioquia,"4,773",comercio,0.03,0.0,0.02,0.01,0.0,2022
900306213,agropecuaria de papa sas,supersociedades,antioquia,antioquia,itagui-antioquia,113,agropecuario,0.03,0.0,0.01,0.01,0.01,2022
813002906,cia agricola diaz sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,126,agropecuario,0.03,0.0,0.02,0.01,0.01,2022
800193010,psl proanalisis sas bic,supersociedades,centro - oriente,santander,floridablanca-santander,"7,120",servicios,0.03,0.0,0.03,0.01,0.02,2022
830087479,vialambre sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,599",manufactura,0.03,0.0,0.02,0.01,0.01,2022
901288914,grupo empresarial romero sefrrano s.a.s,supersociedades,centro - oriente,norte de santander,ocaña-norte de santander,"4,664",comercio,0.03,-0.0,0.01,0.01,0.0,2022
900365212,4e s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"8,230",servicios,0.03,0.0,0.03,0.02,0.01,2022
900616124,textiles y creaciones el universo,supersociedades,costa pacífica,valle,cali-valle,"1,410",manufactura,0.03,0.0,0.03,0.02,0.01,2022
900457695,cosecharte s.a.s.,supersociedades,centro - oriente,santander,bucaramanga-santander,"5,629",servicios,0.03,0.0,0.02,0.0,0.01,2022
900497761,seguridad thor ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.03,0.0,0.01,0.01,0.0,2022
890306240,cajas colombianas sas,supersociedades,costa pacífica,valle,palmira-valle,"1,702",manufactura,0.03,0.0,0.03,0.02,0.01,2022
900076653,btp medidores y accesorios sa en reorganizacion,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,429",manufactura,0.03,0.0,0.03,0.01,0.01,2022
900578072,centro oftalmológico vgr s.a.s.,supersalud,centro - oriente,santander,floridablanca-santander,"8,621",servicios,0.03,0.0,0.03,0.01,0.02,2022
860517948,navcar sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"2,930",manufactura,0.03,0.01,0.03,0.02,0.01,2022
830021894,sincosoft sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,311",servicios,0.03,0.01,0.03,0.01,0.02,2022
811035695,internacional de belleza sas,supersociedades,antioquia,antioquia,medellin-antioquia,"2,100",manufactura,0.03,0.0,0.02,0.01,0.01,2022
900665829,digital training colombia sas,supersociedades,centro - oriente,boyaca,tunja-boyaca,"6,202",servicios,0.03,0.0,0.02,0.01,0.01,2022
900484033,tupersa sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,663",comercio,0.03,0.0,0.01,0.01,0.0,2022
800239454,assistcard de colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,990",servicios,0.03,0.0,0.03,0.01,0.02,2022
901154324,km2 solutions colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,220",servicios,0.03,0.0,0.02,0.01,0.0,2022
900340824,alejandro garzon suarez sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.03,0.0,0.02,0.01,0.01,2022
900304556,medical supplies corp sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,641",comercio,0.03,0.0,0.02,0.01,0.01,2022
890931636,cantera santa rita s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,811,minero,0.03,0.0,0.03,0.01,0.02,2022
900310050,n.t.i. new trade international sociedad por acciones simplificada,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,645",comercio,0.03,0.01,0.03,0.01,0.02,2022
805015744,denim factory s a,supersociedades,costa pacífica,valle,cali-valle,"1,410",manufactura,0.03,0.0,0.04,0.02,0.02,2022
832005910,autocentro soacha sas,supersociedades,bogotá - cundinamarca,cundinamarca,soacha-cundinamarca,"4,731",comercio,0.03,0.0,0.01,0.0,0.0,2022
830046657,softweb asesores sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,651",comercio,0.03,0.0,0.01,0.01,0.0,2022
830082694,papeles el tunal sas,supersociedades,bogotá - cundinamarca,cundinamarca,soacha-cundinamarca,"4,665",comercio,0.03,0.0,0.01,0.01,0.0,2022
830026009,helam seguridad ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.03,0.0,0.02,0.01,0.01,2022
901133312,silcompa colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,664",comercio,0.03,-0.0,0.01,0.01,-0.0,2022
802024688,grupo zambrano sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,690",comercio,0.03,0.0,0.02,0.01,0.01,2022
800180375,administradora hotelera dann sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,511",servicios,0.03,0.0,0.03,0.03,0.0,2022
830067557,infotrack s a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,741",comercio,0.03,0.0,0.02,0.01,0.01,2022
810002788,genericos de colombia gedecol sas,supersociedades,eje cafetero,caldas,manizales-caldas,"4,645",comercio,0.03,0.0,0.01,0.01,0.0,2022
890923402,jose felix escobar h y cia ltda,supersociedades,antioquia,antioquia,itagui-antioquia,"4,390",construcción,0.03,0.0,0.01,0.0,0.0,2022
900455634,comsa sa sociedad unipersonal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,210",construcción,0.03,-0.0,0.04,0.02,0.02,2022
811006779,ingetierras de colombia sa,supersociedades,antioquia,antioquia,rionegro-antioquia,"4,290",construcción,0.03,0.0,0.04,0.01,0.03,2022
900936058,clinica reina lucia sas,supersalud,centro - oriente,santander,barrancabermeja-santander,"8,610",servicios,0.03,0.0,0.01,0.01,0.0,2022
890935884,dermatologica s. a,supersalud,antioquia,antioquia,medellin-antioquia,"8,621",servicios,0.03,0.0,0.01,0.01,0.0,2022
900501552,equipos y terratest sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,290",construcción,0.03,-0.0,0.04,0.03,0.01,2022
900437650,compañia inversionista de bebidas s.as.,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"4,112",construcción,0.03,-0.01,0.12,0.14,-0.02,2022
901054548,jego chemical sas,supersociedades,centro - oriente,santander,giron-santander,"4,644",comercio,0.03,0.0,0.03,0.01,0.01,2022
860510142,inversiones guerfor s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"3,110",manufactura,0.03,0.0,0.05,0.02,0.03,2022
900352592,carlos eduardo rangel galvis s.a.s,supersalud,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,621",servicios,0.03,0.0,0.02,0.01,0.01,2022
832001581,c.i. fillco flowers sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,125,agropecuario,0.03,0.0,0.01,0.01,0.0,2022
900420576,monster energy colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,632",comercio,0.03,-0.01,0.06,0.08,-0.02,2022
807006174,grupo inmobiliario paisaje urbano sas,supersociedades,centro - oriente,norte de santander,cucuta-norte de santander,"4,111",construcción,0.03,0.01,0.1,0.07,0.03,2022
822000422,proteinas del oriente s.a.s.,supersociedades,otros,meta,villavicencio-meta,"1,031",manufactura,0.03,-0.0,0.03,0.01,0.01,2022
900192235,servicampo colombia s.a.s.,supersociedades,costa pacífica,nariño,pasto-nariño,"4,664",comercio,0.03,0.0,0.01,0.0,0.0,2022
830141149,naos colombia s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.03,0.0,0.02,0.01,0.01,2022
802010572,inversiones y servicios barranquilla s.a,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,731",comercio,0.03,0.0,0.04,0.02,0.02,2022
901038123,comercializadora la 2000 s.a.s,supersociedades,antioquia,antioquia,bello-antioquia,"4,711",comercio,0.03,0.0,0.01,0.01,0.0,2022
890914336,durespo s.a.,supersociedades,antioquia,antioquia,itagui-antioquia,"4,653",comercio,0.03,0.0,0.06,0.01,0.05,2022
901094640,llechecol zf sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"1,040",manufactura,0.03,0.0,0.02,0.02,0.0,2022
900666654,livevox colombia sas,supersociedades,antioquia,antioquia,medellin-antioquia,"6,201",servicios,0.03,0.0,0.01,0.01,0.01,2022
836000742,triturados y concretos ltda,supersociedades,costa pacífica,valle,cartago-valle,"4,210",construcción,0.03,0.0,0.03,0.02,0.01,2022
900266641,ciena international inc,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.03,0.01,0.04,0.01,0.03,2022
900671438,diseño y construccion de proyectos de ingenieria sas - diconvias sa,supersociedades,otros,guaviare,san jose del guaviare-guaviare,"4,210",construcción,0.03,0.0,0.01,0.0,0.01,2022
900067169,empresa social del estado hospital regional de garcia rovira,supersalud,centro - oriente,santander,malaga-santander,"8,610",servicios,0.03,0.0,0.04,0.01,0.04,2022
817000970,polylon sa,supersociedades,costa pacífica,cauca,puerto tejada-cauca,"2,221",manufactura,0.03,0.0,0.02,0.01,0.01,2022
890922294,protokimica s a s,supersociedades,antioquia,antioquia,medellin-antioquia,"4,664",comercio,0.03,0.0,0.03,0.02,0.01,2022
860061403,ppc sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,611",servicios,0.03,-0.0,0.03,0.02,0.01,2022
900174552,administracion operativa automotriz s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,710",servicios,0.03,0.0,0.05,0.03,0.02,2022
811035875,funeraria san vcente sa,supersociedades,antioquia,antioquia,medellin-antioquia,"9,603",servicios,0.03,0.0,0.02,0.01,0.01,2022
900027049,servicio de ingenieria y ambiente s.a.s,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"7,120",servicios,0.03,0.0,0.02,0.01,0.01,2022
901139153,dissabana zomac s.a.s,supersociedades,centro - oriente,santander,sabana de torres-santander,"4,663",comercio,0.03,0.0,0.01,0.01,0.01,2022
860048245,sterling de colombia s a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,774",comercio,0.03,0.0,0.06,0.02,0.04,2022
830089785,pegomax sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,029",manufactura,0.03,0.0,0.03,0.01,0.01,2022
901210625,univar solutions colombia sas,supersociedades,costa pacífica,valle,cali-valle,"4,664",comercio,0.03,-0.0,0.03,0.02,0.0,2022
890700056,inversiones agropecuarias doima sa,supersociedades,otros,tolima,ibague-tolima,150,agropecuario,0.03,0.0,0.09,0.02,0.07,2022
900243062,cceneca express ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,711",comercio,0.03,0.0,0.0,0.0,0.0,2022
900455307,buhler sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,653",comercio,0.03,0.0,0.03,0.01,0.02,2022
802021430,salud familiar sa ips,supersalud,costa atlántica,atlantico,barranquilla-atlantico,"8,621",servicios,0.03,0.0,0.02,0.01,0.01,2022
817000499,convertidora de papel del cauca s.a. en reorganizacion,supersociedades,costa pacífica,cauca,santander-de-quilichao-cauca,"1,709",manufactura,0.03,0.0,0.03,0.02,0.01,2022
810001583,caferedes ingenieria sas,supersociedades,eje cafetero,caldas,manizales-caldas,"4,290",construcción,0.03,0.0,0.02,0.01,0.01,2022
891780008,e.s.e. hospital san rafael,supersalud,costa atlántica,magdalena,fundacion-magdalena,"8,610",servicios,0.03,0.0,0.03,0.01,0.03,2022
900213817,expansion jl sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,771",comercio,0.03,0.0,0.01,0.01,0.0,2022
830026496,geomundo sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,641",comercio,0.03,-0.0,0.04,0.02,0.02,2022
900382780,polaris constructora sas polaris constructora sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,111",construcción,0.03,0.0,0.07,0.06,0.0,2022
900961620,cardinal health colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,661",comercio,0.03,0.0,0.05,0.04,0.02,2022
890305586,productos varios produvarios s.a. en reorganizacion,supersociedades,costa pacífica,valle,yumbo-valle,"1,522",manufactura,0.03,0.0,0.03,0.02,0.01,2022
901108114,nueva empresa social del estado hospital departamental san francisco de asís,supersalud,costa pacífica,choco,quibdo-choco,"8,610",servicios,0.03,0.01,0.05,0.03,0.02,2022
900130730,distribuidora ceramicas moderna del cauca sa,supersociedades,costa pacífica,cauca,popayan-cauca,"4,663",comercio,0.03,0.0,0.01,0.0,0.01,2022
900015899,essensale sas,supersociedades,costa pacífica,valle,cali-valle,"4,773",comercio,0.03,0.0,0.02,0.01,0.01,2022
806007196,garajes prefabricados sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,663",comercio,0.03,0.0,0.02,0.01,0.01,2022
800192056,consorcio agricola buenos aires sas,supersociedades,otros,tolima,ibague-tolima,112,agropecuario,0.03,0.0,0.02,0.02,0.01,2022
800252248,agropecuaria carabao sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,161,agropecuario,0.03,0.03,0.05,0.01,0.04,2022
900900094,llantas drt sas,supersociedades,costa pacífica,valle,tulua-valle,"4,530",comercio,0.03,0.0,0.02,0.01,0.01,2022
